"accession_name","branch_number","carotenoid1_8","DM_gravity","DM_yield_ha","germination_perc","height","height_1st_branch","height_wt_leaf","lodging1_3","plant_type","root_constriction1_3","root_length1_3","root_number","root_number_commercial","root_peduncle1_3","root_shape1_6","root_skin_color1_3","root_type1_5","root_weight_plot","thrips1_5","vigor1_5","yield_ha","BLUEs_WAB_20min_10mon","BLUEs_WAB_30min_10mon","BLUEs_carotenoidtotal","BLUEs_betacarotenoid_nirs","BLUEs_DM_nirs","BLUEs_ave_WAB","BLUPs_WAB_20min_10mon","BLUPs_WAB_30min_10mon","BLUPs_carotenoidtotal","BLUPs_betacarotenoid_nirs","BLUPs_DM_nirs","BLUPs_ave_WAB"
"GM14825A-6",0.78,2.04,32.47,4.23,96.72,213.5,185.55,48.31,1.14,2.32,1.03,2.26,26.24,10.88,1.11,2.3,2.99,2.77,5.35,1.01,4.27,12.8,6.7,12.1,2,1.3,41.6,9.1,4.6,11.1,1.6,1.3,41.8,8
"GM14825A-8",3.15,2.05,30.19,4.21,98.02,212.67,106.6,45.77,2.13,3.62,1.03,2.38,24.11,10.01,1.2,2.91,3.01,2.65,5.15,1.01,4.48,12.66,24.3,45.5,1,0.4,39.8,34.1,21.1,36.3,1.1,0.5,40.5,28.6
"GM14833A-7",0.66,2.02,27.59,4.31,95.1,217.93,171.43,46.4,1.41,2.23,1.02,2.03,25.1,9.12,1.22,2.92,3.06,2.56,6.35,1.09,4.37,15.37, , , , , , , , , , , , 
"GM14835B-5",2.26,1.29,28.72,5.26,95,227.04,165.31,42.2,1.36,2.49,1.06,2.17,24.82,11.85,1.12,2.88,2.97,2.16,6.81,1.01,4,16.73,6.9,8.5,0.4,0.2,44.6,8.1,5.8,11.7,0.6,0.5,43.9,8.9
"GM14841B-2",2.51,2.07,26.53,4.45,97.93,255.87,89.87,63.53,1.4,2.83,1.05,2.4,25.63,9.56,1.11,1.68,2.48,2.42,6,1.15,4.35,14.71,4.6,11.3,1.1,1.3,40.6,8.2,6.6,16,1,1,40.6,11.3
"GM14845B-3",0.03,2.05,28.93,2.08,96.76,235.49,230.26,48.51,1.47,2.64,1.04,1.6,15.56,6.01,1.15,2.38,2.43,3.15,2.96,0.96,4.36,7.29,10.8,33.3,2.1,1.6,42.2,20.9,11.4,28.8,1.9,1.3,42.3,20.2
"GM14845B-5",0.36,2.9,26.9,3.6,97.34,240.36,231.14,41.24,1.1,2.18,1.05,2.1,24.91,8.09,1.19,2.37,2.46,2.84,4.75,1.7,4.02,11.82,15.3,32,1.2,0.8,42.3,22.6,14.3,27.5,1.2,0.9,42.5,20.8
"GM14851B-4",0.45,2.12,28.96,4.45,96.6,257.47,241.95,57.34,1.35,2.35,1.02,2.43,20.69,7.8,1.16,2.79,3.06,2.38,6.11,2.38,4.33,14.67,2.6,9.9,2,1.4,41.7,6.3,4.1,12.4,1.8,1.2,41.7,8.2
"GM14854B-1",1.32,2.13,28.75,2.78,97.6,207.23,144.29,50.84,2.29,3.47,1.22,2.07,16.11,6.26,1.15,2.28,1.27,3.33,3.65,1.47,4.43,9.16,7.4,23.4,0.9,0.7,40,14.7,9,23,1.1,0.8,40.3,15.9
"GM14854B-2",0.09,2.09,30.09,6,98.67,228.55,227.08,54.59,1.17,2.42,1.03,2.59,26.69,13.11,1.12,2.84,2.44,2.21,7.91,1.08,4.38,19.23,5.5,13.3,1.2,0.8,41.1,10.6,6.8,16.4,1.1,0.7,41,11.6
"GM14854B-3",1.27,2.29,29.86,4.71,96.34,243.97,190.16,51.9,1.87,2.39,1.04,2.6,17.99,9.78,1.19,2.9,1.01,1.89,6.77,1.04,4.37,15.94,7.8,27.7,1.6,1.2,44,16.1,9.1,25.2,1.7,1,43.7,17
"GM14854B-4",1.28,2.02,30.47,4.11,97.84,193.09,143,41.91,1.42,3.84,1.04,2.4,21.8,10.44,1.14,2.85,1.03,2.33,5.06,1.66,3.89,12.49,2.7,5.5,1.3,0.6,43.2,5.2,5.1,12.7,1.1,0.5,42.6,9
"GM14854B-6",1.34,2.13,32.04,4.4,97.14,230.42,186.36,41.51,1.85,2.79,1.04,2.08,21.55,10.18,1.16,2.79,3.06,2.71,5.56,1.92,4.34,13.43,16.9,29,1.6,0.8,41.4,22.8,15.4,26.9,1.5,0.9,41.9,21
"GM14854B-7",0.66,2.12,30.41,4.82,96.51,234.28,208.63,51.39,1.32,3.15,1.04,2.41,22.33,11.11,1.15,2.29,1.27,2.42,6.42,0.98,4.29,15.35,3.7,14.3,1.3,0.9,43.3,6.6,7,17.7,1.2,0.8,42.6,12.3
"GM14854B-8",1.41,2.3,32.98,4.35,96.61,223.87,171.63,54,1.17,1.94,1.03,2.37,19.2,8.47,1.13,2.88,2.05,2.38,5.06,1.02,4.35,12.39,11.2,26.8,1.5,0.7,43.5,19.5,6.6,16.6,1.7,1,43.1,11.4
"GM14857B-10",1.64,2.33,31.52,6.11,96.33,223.28,163.57,48.32,1.91,2.9,1.04,2.59,18.98,9.58,1.22,2.83,1.06,2.48,7.73,1.05,4.39,18.58,5.4,8.4,0.4,-0.2,40.4,7.4,5.6,12.8,0.9,0.4,40.1,9.4
"GM14857B-2",0.46,2.1,25.92,3.19,95.36,197.49,150.77,37.71,1.95,3.36,1.03,2.36,21.1,8.78,1.16,2.82,3.07,2.84,4.56,2.01,4.3,11.19,3.6,10.8,0.9,0.5,39.9,7.2,4.8,12.3,0.9,0.4,40.3,8.6
"GM14857B-3",1.97,2.33,27.76,3.86,96.48,205.41,142.32,29.08,1.3,3.26,1.03,2.6,18.54,8.68,1.13,2.68,1.05,2.61,5.05,2.31,4.28,12.38,11,18.6,1.3,0.7,42.5,14,6.6,13.7,1,0.6,42.9,10.2
"GM14857B-4",0.59,2.11,26.29,4.79,97.6,273.25,245.65,60.14,1.28,2.49,1.05,2.08,24.57,12.43,1.13,2.28,1.26,2.17,6.97,1.12,4.31,16.58,4.1,13.6,1.4,1.4,41.3,9.2,5,12.9,1.4,1.1,41.5,8.9
"GM14857B-5",3.7,2.11,28.87,4.41,94.95,212.2,90.53,42.92,1.43,3.35,1.03,2.04,23.07,11.29,1.16,2.81,3.06,2.41,6.07,1.12,4.3,14.58, , , , , , , , , , , , 
"GM14857B-7",3.95,2.07,31.7,4.35,86.71,222.98,101.66,37.04,1.14,3.27,1.03,2.4,18.7,8.91,1.15,2.35,3.01,2.27,5.59,0.98,4.53,13.74,2.9,6.5,2.1,1.5,45,5.7,5,13.4,1.7,1.3,44.3,9.3
"GM14857B-9",0.31,3.7,30.83,3.6,90.48,261.29,254.01,57.85,1.29,2.09,1.02,2.3,18.56,6.79,1.32,2.34,1.08,2.61,4.26,1.14,4.36,10.41,14.3,35.1,8.7,3.9,41.8,24.7,13.1,30.5,7.6,3.2,42.6,21.7
"GM14864A-10",0.43,2.02,27.39,1.88,98.4,243.28,222.25,46.98,1.15,2.25,1.07,1.79,20.34,3.52,1.13,1.98,2.48,3.41,2.8,0.97,4.34,6.8,4.4,7.6,0.4,0.1,41.5,5.9,7.3,15.1,0.1,0,40.8,11.1
"GM14864A-4",0.82,2.06,25.13,2.14,91.84,230.34,199.29,50.75,1.08,2.19,0.99,2.25,20.25,4.9,1.12,2.86,3.03,3.18,3.51,1.03,4.47,8.53,8,26,1.8,0.8,37.8,17.1,8.5,22.8,1.6,1.1,38.1,15.5
"GM14864A-5",1.92,2.66,30.47,2.14,83.12,235.59,155.26,43.79,1.62,2.82,1.01,2.04,12.89,4.24,1.1,2.14,3.04,2.95,2.65,1.37,4.27,6.38,3.1,4.7,0.7,0.5,44,5,5.8,11.9,0.8,0.4,43.5,8.8
"GM14865A-1",4.01,2.05,25.71,2.39,95.28,214.97,53.36,44.4,2.08,3.62,1.03,2.06,18.46,7.35,1.11,2.24,1.97,2.59,3.71,1.1,4.35,9.07,7.9,14.4,1,0.4,41.9,11.3,8.3,16.2,0.8,0.5,42.5,12.2
"GM14865A-10",2.69,2.07,31.48,3.25,96.49,183.82,73.86,38.41,2.03,3.69,1.03,2.1,19.21,6.37,1.12,2.92,1.04,2.82,3.89,1.06,4.34,9.61,9.6,22.5,0.6,0.9,42.4,16.2,9.1,17.9,0.8,0.7,42.3,13.7
"GM14865A-3",1.46,2.02,27.43,4.01,85.59,252.86,196.53,50.23,1.34,2.8,1.03,2.44,22.52,7.49,1.13,2.93,1.04,2.38,5.39,0.99,4.12,13.37,4.2,12.6,0.4,-0.1,38,8,4.2,10.8,0.3,0.2,38.2,7.5
"GM14865A-4",0.02,2.22,29.93,3.06,84.53,201.53,198.9,42.82,1.76,2.81,1.04,2.27,16.52,7.11,1.11,2.4,3,2.71,3.9,1.05,3.83,9.64, , , , , , , , , , , , 
"GM14865A-6",1.97,2.03,27.91,2.48,96.99,262.58,182.1,42.79,1.56,2.58,1.05,2.08,19.7,4.84,1.1,2.72,2.01,2.8,3.26,1.11,4.26,7.97, , , , , , , , , , , , 
"GM14865A-7",3.33,2.43,28.86,2.87,72.59,236,98.15,31.75,1.17,2.36,1.06,2.08,22.82,6.14,1.23,2.91,1.04,3.38,3.17,1.43,3.89,7.96, , , , , , , , , , , , 
"GM14865A-8",1.92,3.54,28.46,2.72,81.94,227.23,153.11,42.65,1.4,3.02,1.04,2.09,17.43,7.11,1.09,2.24,1,2.98,3.75,1,3.89,9.22, , ,3.6,2.4,42.3, , , ,3.5,2.2,42.1, 
"GM14865A-9",1.84,2,26.53,2.29,68.71,251.47,185.48,41.76,1.57,2.25,1.03,2.1,18.79,7.64,1.19,2.24,1.02,2.98,3.57,1.04,4.13,8.44, , , , , , , , , , , , 
"GM14867A-4",1.21,2.06,23.42,3.23,91.01,258.55,181.39,50.37,1.13,2.02,1.04,2.39,22.44,9.79,1.22,2.32,2.52,2.23,5.53,1.11,4.13,13.4, , , , , , , , , , , , 
"GM15006B-1",0.38,2.04,25.64,3.28,96.82,216.2,176.74,45.02,1.76,2.92,1.05,2.4,20.93,8.3,1.15,2.3,3.07,2.53,4.83,1.03,4.03,11.79,6.8,16.2,1.2,0.9,39.5,11.4,7.7,17.9,1.2,1,39.8,12.7
"GM15006B-10",1.27,2.14,29.49,2.97,97.36,221.37,154.93,47.98,1.82,2.74,1.05,2.44,17.56,7.67,1.15,2.79,3.05,3.11,3.78,1.53,3.9,9.45,4.9,17.6,1.3,1.3,43.6,9.4,7,18.5,1.4,1.2,43.3,12.8
"GM15006B-2",1.04,2.09,26.86,2.84,98.57,195.26,140.44,38.1,1.32,3.36,1.06,2.12,19.04,7.34,1.53,2.82,2.17,3.18,3.71,1.11,4.27,9.3,5.7,22.2,0.9,0.8,39.3,13.1,6.2,18.9,0.9,0.8,40.9,12.8
"GM15006B-3",0.65,1.12,26.64,3.35,96.54,238.97,220.31,41.15,1.9,3.37,1.05,2.09,21.81,10.92,1.12,2.33,3.01,2.67,4.85,1.07,4.46,11.48,3.4,9.9,-0.3,0,38.6,5.1,6.1,14.2,0.1,0.2,38.7,10.2
"GM15006B-5",-0.01,2.29,28.56,4.14,97.29,232.55,229.53,45.73,1.73,3.32,1.04,1.9,21.13,9.68,1.24,2.37,2.42,2.37,5.74,1.03,4.33,13.98,7.6,25.9,1.1,0.8,38.4,16.7,7.9,21.5,1.2,0.9,38.3,14.7
"GM15006B-6",0.88,2.19,28.34,4.56,96.4,228.96,186.18,51.09,1.26,2.67,1.05,2.46,26.74,11.82,1.13,2.79,2.15,2.61,6.47,1.09,4.34,15.47,3.8,11.7,1,0.5,40.1,7.9,5.2,12.6,0.9,0.6,40.1,8.8
"GM15006B-7",0.69,2.13,28.04,3.51,96.34,219.26,180.2,58.27,1.26,2.88,1.03,2.37,22.39,8.24,1.15,2.84,3.07,2.37,4.89,1.11,4.3,11.92,3.6,5.5,1.7,1,42.6,4.5,6.4,12.8,1.2,0.7,42.4,9.6
"GM15006B-9",1.43,2.12,26.7,3.49,91.99,214.5,127.38,50.56,2.27,2.81,1.04,2.09,18.28,7.93,1.15,2.82,3.08,2.94,4.79,1.06,4.14,11.7,8,25.1,1.3,1,43.5,14.9,9.3,23.5,1.2,0.8,43.1,16.4
"GM15010A-1",0.87,2.11,32.81,3.13,97.37,222.96,198.55,43.05,1.56,2.7,1.05,1.9,18.61,6.48,1.15,2.68,2.47,3.52,4.05,1.34,4.33,9.96, , ,0.8,0.5,42.9, , , ,0.9,0.7,42.7, 
"GM15010A-2",-0.27,2.03,32.2,4.75,96.99,203,204.49,41.57,1.29,2.78,1.05,2.21,22.49,9.72,1.11,2.96,1.02,2.6,5.64,1.76,4.16,14.27,14.3,23.9,1.4,0.7,44.2,19.3,10.2,18.9,1.7,1,43.5,14.4
"GM15010A-4",1.23,2.03,33.11,3.55,97.75,182.97,131.17,39.22,1.43,3.49,1.03,2.1,15.34,5.06,1.13,2.91,2.99,2.87,3.99,1.02,4.23,9.95, , , , , , , , , , , , 
"GM15011A-1",1.5,2.03,27.99,2.26,94.73,218.3,135.41,40.69,1.18,3.02,1.04,2.38,14.42,5.71,1.13,2.86,3.08,2.9,3.24,2.51,4.4,7.9,5.2,21.3,0.9,1,39,12.8,6.4,19.2,0.9,1,39.4,13
"GM3937-67",3.21,2.2,28.43,3.2,92.79,203.46,70.46,41.23,1.37,3.2,1.02,2.68,13.73,8.13,1.13,2.63,3.04,2.53,3.96,1.13,3.99,9.87,4.7,18,0.3,-0.2,35.9,11,4.4,14.5,0.2,0.1,36.6,9.5
"GM4034-1_is_Reina_wx",2.98,2.29,31.7,3.84,91.85,192.07,79.59,39.52,1.86,3.37,1.05,2.09,16.62,9.03,1.1,2.41,1.07,2.48,4.69,1.09,4.32,11.75,9.2,37,0.2,0.1,36.3,24,9.6,33.3,0.3,0.2,36.5,21.5
"GM7672-7",3.61,2.02,27.81,2.83,91.66,219.78,87.15,31.9,1.56,3.38,1.08,2.38,16.38,6.01,1.24,2.75,3.02,3.18,3.79,1.67,4.03,9.44,3.7,12.8,0.9,0.5,37.3,6.3,5.7,15.3,1,0.5,37.4,10.6
"GM8716-1",0.18,2.09,28.45,4.42,98.45,234.64,217.73,57.51,2.12,2.76,1.07,2.26,17.86,9.54,1.24,2.24,3.02,2.32,6.19,1.07,4.47,15.08,11.2,29.2,1,0.8,41,20.7,7.9,18.4,1.5,1,41.1,13
"GM8868-85",0.48,2.08,34.28,3.6,92.01,220.65,139.9,53.31,1.36,2.99,1.02,2.73,17.88,7.74,1.18,2.91,3.01,2.83,4.23,1.03,3.88,10.28,8.7,27.8,1.7,1.1,41.1,17.9,8.4,22.7,1.6,1.2,41.4,15.6
"GM9108-5",1.75,2.07,32.6,5.91,91.61,186.12,64.77,44.44,2.16,3.32,1.04,2.38,21.23,13.61,1.19,2.7,2.44,2.29,6.86,1.06,4.31,16.91,7,12.4,1,0.8,41.4,10,6.7,14.5,1.4,1.1,41,10.6
"GM9124-12",0.21,2.05,33.33,2.6,74.45,223.22,204.43,63.19,1.39,2.86,1.05,1.92,15.29,7.94,1.09,2.24,2.98,2.81,3.4,1.86,3.76,7.97,3,8.4,1,0.7,41.1,5.4,3.1,8,1,0.9,41.2,5.5
"GM9125-5",2.64,2,34.54,5.47,94.66,226.6,105.81,59.74,1.62,3.1,1.29,2.39,21.17,10.84,1.17,2.91,1.02,2.72,6.23,1.07,4.18,15.23,2.5,6,1.7,1.5,42.4,3,4.4,8.6,1.5,1.4,43.5,6.5
"HB60",0.96,2.83,28.65,4.05,94.3,183.88,175.09,39.8,2.07,3.99,1.05,2.45,17.89,7.98,1.1,2.95,1.25,2.26,5.9,2.47,4.35,14.13, , ,2.1,0.8,41.5, , , ,2,0.9,41.9, 
"HMC1P12_is_HMC1",1.35,2.01,27.13,2.89,82.68,211.65,157.02,47.23,2.43,3.79,1.02,2.04,16.52,8.81,1.1,2.8,3.04,2.87,3.63,1.04,3.93,9.48,10.7,24,0.5,0.3,42.1,17.7,8.4,20.4,1,0.6,41.3,14.4
"MAL3",0.48,2.03,25.26,4.22,96.65,206.96,181.95,48.49,1.56,2.46,1.03,1.87,20.41,8.72,1.07,2.15,3.01,2.78,5.54,1.88,4.31,14.34,11.6,35.6,1.2,1.2,37.1,23.6,10.1,27.6,1.4,1.1,37.7,19
"MEX2",1.98,2.09,27.99,2.72,96.39,247.95,137.13,55.45,1.55,3.22,1.05,2.42,15.09,7.61,1.09,2.69,3.01,2.58,4.25,1.08,4.39,9.93,11.3,22,2.2,1.9,40.5,17,10.9,21.5,1.9,1.6,40.6,16.2
"PAR68",0.02,2.09,28.71,3.36,97.19,238.06,235.69,50.97,1.89,3.58,1.03,2.06,18.1,9.24,1.14,2.23,2.98,2.45,4.56,1.08,4.35,10.99,8.8,26.9,1.2,1.3,43.5,16.2,10.3,24.8,1.2,1.1,43,17.6
"PER183",3.05,2.21,23,1.84,78.73,170.83,48.28,29.75,1.44,3.6,1.03,1.88,9.58,4.97,1.11,2.26,3.02,3.45,1.96,1.59,3.97,5.11, , ,0.5,0.7,35.3, , , ,0.7,0.7,36.1, 
"PER328",2.02,2.06,21.77,1.48,91.12,210.61,90.13,33.82,1.51,3.51,1.02,2.1,12.71,4.98,1.2,2.36,2.5,3.6,2.35,1.45,4.38,5.84,12.3,30.3,0.9,0.8,37.8,20.8,11.1,25.1,0.6,0.8,38,18
"SGB765-4_is_Rojita",4.05,2.05,31.29,4.12,96.89,211.12,89.68,34.82,2.12,3.08,1.03,2.42,21.81,9.5,1.12,2.69,2.44,2.54,4.59,1.02,4.36,11.44,5.4,12.7,0.3,0.1,42.1,9.2,5.8,13.7,0.5,0.3,42.3,9.8
"SM1127-8_is_Cubana",0.48,2.09,28.89,3.67,86.65,219.28,169.23,47.91,1.1,2.3,1.04,2.26,19.01,7.72,1.19,2.1,2.03,2.91,4.52,1.02,4.11,11.32,7.5,17.1,1.3,0.9,41.9,11.9,7.1,15.2,1.2,0.9,42.2,11.2
"SM1219-9",3.19,2.07,27.42,5.92,97.01,224.42,92.94,40.79,2,3.2,1.04,2.6,20.98,12.64,1.13,2.85,2.45,1.81,7.84,1.02,4.41,19.63,5.1,14.7,0.3,0.4,40.3,9.8,5.1,14.5,0.4,0.5,40.6,9.9
"SM2773-32",0.52,2.08,34.02,4.56,98.49,196.6,141.12,57.99,1.05,2.85,1.03,2.44,24.58,11.09,1.11,2.68,3.03,2.4,5.7,1.08,4.03,13.51, , ,1.4,0.7,42.5, , , ,1.6,0.9,43.1, 
"SM2775-4_is_Bellotti",1.34,1.17,33.52,5.73,98.08,235.76,130.06,51.54,1.11,2.33,1.03,2.4,19.56,11.03,1.17,2.39,2.98,2.04,6.2,1,4.34,15.25,9.1,22.7,1.2,0.9,43.7,16.1,8.1,19.9,1.2,0.8,43.8,13.9
"SM2792-31_Melua31",1.39,2.06,30.76,5.47,96.31,230.15,174,53.06,1.22,2.57,1.03,2.1,20.4,9.42,1.12,2.2,2.44,2.2,6.73,1.01,4.36,16.45, , ,1,0.8,43.9, , , ,1.2,1,43.7, 
"SM3110-15",0.86,2.54,28.99,4.01,97.64,188.75,95.5,54.53,2.07,3.55,1.07,2.04,21.68,9.34,1.1,2.41,1.03,2.86,5.33,0.99,4.12,13.35, , ,2.2,0.8,45.4, , , ,2.3,0.9,44.9, 
"SM3134-73",0.74,2.09,32.82,4.91,94.38,201.51,136.22,43.47,1.7,3.64,1.01,2.04,18.83,9.01,1.22,2.34,2.4,2.03,6.11,1.03,3.97,15.17, , ,0.6,0.5,39.1, , , ,0.7,0.6,39.6, 
"SM3386-49",1.28,2.04,31.58,2.43,52.46,189.92,135.42,38.35,1.51,2.93,1.09,2.39,14.71,6.67,1.09,2.92,2.25,2.27,2.87,1.04,4.19,7.43, , , , , , , , , , , , 
"SM3553-27",0.43,2.09,30.75,4.44,92.11,229.05,147.5,47.71,2.05,3.37,1.03,2.41,16.67,9.33,1.15,2.34,2.99,2.27,5.38,1.03,4.34,13.61,2.8,7.6,1.8,1.1,43.4,5.7,4,9.7,1.6,1.4,43.3,6.9
"SM3559-11",0.31,2.04,34.87,4.71,95.73,208.43,182.22,44.72,1.55,2.61,1.04,2.56,20.92,11.98,1.11,2.86,1.08,2.31,5.22,1.08,4.36,12.72,4.6,8.2,1,0.6,44.1,6.9,5.5,11.5,0.9,0.7,43.8,8.4
"SM4522-13",1.02,2.33,28.17,3.12,96.02,225.29,145.29,49.31,1.47,2.6,1.03,1.85,23.59,8.22,1.13,2.22,3.05,2.96,4.22,1.06,4.37,10.37,3.1,9.3,-0.1,0.5,36.4,4.1,6.1,12.7,0.1,0.4,36.4,9.4
"SM4534-37",2.26,2.04,28.2,4.78,97.73,206.93,74.58,47.23,1.52,3.31,1.02,2.25,20.92,9.13,1.17,2.14,1.05,2.73,6.18,1.02,4.38,15.14, , ,0.3,0.7,41.3, , , ,0.7,0.6,41.4, 
"SM4707-10",1.96,2.09,26.11,3.87,95.98,217.48,127.04,53.52,2.39,2.92,1.04,2.37,19.8,7.63,1.15,2.69,2.6,2.34,6.87,1.11,4.31,16.89,5,9.2,0.9,1.4,38.6,6.6,5.6,11.4,1.2,1.3,38.3,8.4
"SM4708-36",3.62,2.9,28.84,5.14,99.77,223.11,77.06,37.41,1.73,3.14,1.03,2.71,19.16,9.41,1.1,2.91,2.48,2.34,6.4,1.03,4.39,16.06,3.8,11.2,1.5,0.8,36.1,8.4,5.5,16,1.2,0.6,36.5,10.8
"SM4709-12",3.69,2.09,29.87,3.45,90.77,194.19,65.45,34.35,1.88,3.7,1.04,2.1,14.63,6.48,1.14,2.7,3.02,2.91,4.28,0.97,4.33,11.04,4.6,11.3,0.1,0.4,40.3,8.1,4.5,10.6,0.3,0.3,40,7.6
"SM4715-20",2.31,2,28.45,4.58,98.07,246.3,104.17,44.59,1.75,2.54,1.05,2.4,23.95,11.58,1.14,2.84,2.41,2.36,6.62,1.07,4.64,16.01, , ,1.3,0.6,40.6, , , ,1.1,0.7,41.1, 
"SM4716-23",2.51,2.33,29.35,3.05,96.69,180.63,127.48,54.22,1.85,3.32,1.05,2.13,18.97,5.59,1.14,2.89,2.97,3.27,3.68,1.03,4.6,9.25,5.4,11.9,0.1,1.2,39.9,9.3,4.4,10.3,0.7,1,40.1,7.3
"SM4716-43",2.62,2.06,29.17,4.81,97.29,251.33,144.86,41.7,1.18,2.55,1.03,2.48,23.27,11.03,1.12,2.9,3,2.23,6,1.05,4.4,14.8,4.7,16.8,2,1.2,45,9.6,6.5,17.1,1.7,1,45,11.9
"SM4744-1",5.19,2.04,28.17,3.29,98.57,213.22,52.54,32.33,1.89,3.93,1.04,2.47,20.33,7.51,1.38,2.39,3.02,2.42,4.4,1.01,4.6,10.88,14,32,0.2,0.2,39.2,24,13.4,28.9,0.3,0.2,39.5,21.1
"SM4744-21",3.6,2.28,32.05,2.98,85.53,230.66,64.05,46.54,2.6,3.8,1,2.09,11.52,5.98,1.17,2.22,1.07,2.88,3.32,0.97,4.29,8.64,3.5,9.1,0.3,0.4,35.1,5.8,3.1,8.6,0.3,0.3,35.7,5.9
"SM4754-27",3.1,2.19,27.13,3.59,90.39,247.93,50.34,50.65,2.51,3.86,1.21,2.59,15.54,6.72,1.27,2.41,3.02,2.81,5.17,1.05,4.23,12.83,2.7,8.2,0.3,0.9,34.2,5.7,3.9,9.6,0.4,0.9,34.9,6.9
"SM4756-19",3.12,2.09,28.99,2.79,85.14,260.46,145.24,51.59,2.62,3.71,1.08,2.66,12.4,4.95,1.11,2.83,2.97,3.52,3.77,1.05,4.24,9.18,4.4,4.1,1.2,0.8,38.9,4.2,4.4,7.6,0.9,0.9,39.2,6
"SM4761-2",2.49,2.31,27.01,2.56,85.16,198.19,58.08,35.97,1.17,3.84,1.04,2.61,11.73,6.53,1.19,2.9,3.02,2.81,3.49,1.06,4.4,8.68,4.2,8.9,1.3,1.2,39.6,6.1,5.5,12.5,1.5,1.1,39.6,8.9
"SM4771-25",2.89,2.44,27.53,3.27,96.76,247.24,138.96,43.39,2.23,3.21,1.05,2.11,19.3,7.23,1.43,2.41,2.55,2.66,4.32,1.03,4.39,10.75,4.7,9.2,2.7,2.3,41.1,4.3,7.8,13.1,2.5,2,40.7,10.5
"SM4772-1",2.63,2.2,27.71,4.78,98.19,216,66.48,43,2.48,3.48,1.03,2.07,18.03,9.46,1.11,2.9,2.99,2.24,6.37,1.02,4.44,15.76,1.2,5.2,0.2,0.8,37.7,1.4,4.5,9.8,0.3,0.6,38,7.2
"SM4794-8",2.07,2.09,28.05,4.04,98,251.8,149.54,48.03,1.51,2.38,1.03,2.34,20.33,9.32,1.09,2.82,3,2.25,5.28,1.02,4.17,12.91,3.2,10.1,-0.1,0.1,34.7,6,4.2,10.4,0.2,0.3,35.7,7.4
"SM4821-37",4.14,2.09,27.24,2.42,89.63,241.22,84.24,32.28,1.96,3.34,1.2,2.05,17.22,6.16,1.13,2.23,2.96,2.92,3.59,1.06,4.33,8.87,1.8,6.4,0.2,0.1,39,4.6,3.4,9,0.3,0.2,39.2,6.3
"SM4830-1",1.4,2.08,31.17,3.83,99.68,206.84,151.56,46.18,1.27,2.6,1.04,2.05,22.22,8.95,1.17,2.23,2.46,2.52,4.99,1.06,4.34,12.28,3,5.5,2.1,1.2,37.7,4.5,3.3,7.6,2.1,1,38.4,5.5
"SM4834-11",1.62,2.06,25.48,3.44,96.82,242.1,142.18,60.93,1.73,2.85,1.18,2.41,21.45,8.39,1.12,2.19,2.44,2.62,4.99,1.08,4.33,12.4,3.4,14.5,0,0.3,35.4,7.7,5.3,15,0.1,0.4,36.2,10.3
"SM4840-24",1.44,2.06,28.55,3.84,98.58,208.96,129.69,50.75,2.1,3.41,1.04,2.03,20.81,11.62,1.12,2.15,2.04,2.5,5.14,1.07,4.41,12.56, , ,2,0.8,38.4, , , ,1.7,0.8,38.9, 
"SM4848-17",2.48,2.06,30.52,4.73,97.95,211.31,127.09,48.95,1.51,3.64,1.04,2.43,20.4,10.58,1.08,2.13,2.03,2.24,6.19,1.1,4.33,15,10.4,23,0.2,1.1,35.9,16.7,10,22.5,0.7,1.2,35.9,16.4
"SMB2446-2_is_Caiseli",0.28,2.04,32.16,5.61,92.97,225.42,210.52,52.43,1.13,2.53,1.03,2.6,21.45,13.14,1.07,2.79,3.01,1.93,6.76,1.02,4.36,16.59,13.6,27.2,1,0.8,42.4,19.8,11.5,22.4,0.7,0.6,42.1,16.8
"TAI8_is_TAI",0.36,3.18,28.35,6.41,98.48,189.06,139.18,44.05,1.1,2.42,1.04,2.33,21.33,11.22,1.13,2.4,1,1.98,8.92,1.11,4.2,21.29,4.2,7.2,1.5,0.8,42.3,6.2,6.1,11.9,1.6,0.8,42.1,8.9
"CG1141-1_is_Costena",0.42,1.95,29.91,3.16,93.64,224.7,202.46,60.35,1.26,2.47,1.04,2.25,21.77,6.85,1.19,2.31,2.91,2.64,4.18,1.15,4.26,10.16, , , , , , , , , , , , 
"GM14270A-1",2.73,2.08,30.55,4.18,88.75,212.2,98.91,38.56,1.47,3.61,1.05,2.25,16.92,8.79,1.14,2.59,2.81,2.46,5.05,1.13,4.2,12.36,4.5,18.4,1.9,1.1,41.7,11.2,5.5,17.9,1.7,1,42,11.6
"GM14270A-2",0.55,2,27.94,4.82,95.15,228.84,190.91,55.54,1.79,3.2,1.05,2.52,23.13,11.38,1.12,2.39,2.85,2.01,6.52,1.16,4.33,16.06, , ,0.8,0.2,41.7, , , ,0.9,0.4,41.7, 
"GM14270A-3",1.83,1.96,28.35,2.92,96.18,235.85,192.53,39.15,1.92,3.43,1.05,2.25,20.93,10.09,1.15,2.6,2.75,2.93,4.2,1.07,4.33,10.2,4,6.6,1.3,0.7,37.3,5.9,5.2,12.2,1.1,0.6,38.7,8.8
